Genre,Movie Name,Duration,Duration Minutes,Rating,Votes
Crime,Remedy,1h 22m,82,4.1,261
Crime,Shu Si Yi Bo,1h 31m,91,6.6,32
Crime,Un homme en fuite,1h 46m,106,5.4,153
Crime,Sinful Lies,1h 5m,65,7.5,7
Crime,Prepare to Die,1h 33m,93,4.6,232
Crime,Hovering Blade,1h 47m,107,6.1,237
Crime,Passages of Nexus,1h 48m,108,5.8,200
Crime,Dhakshina,1h 47m,107,6.5,5200
Crime,Untold: The Murder of Air McNair,57m,57,5.6,2000
Crime,Dracula: The Count's Kin,57m,N/A,5.0,44
Crime,Treasures of Terror: Vol 1,57m,N/A,4.3,18
Crime,The Heist,2h,120,6.9,2000
Crime,RapeD,1h 45m,105,7.0,28
Crime,The Mick and the Trick,1h 36m,96,5.0,75
Crime,Where Is Gilgamesh?,1h 30m,90,9.0,605
Crime,The Shadow,1h 30m,90,6.5,253
Crime,Cafe 404,1h 33m,93,7.2,35
Crime,Suspect,1h 34m,94,4.5,80
Crime,The Shakedown,1h 44m,104,5.0,305
Crime,"Hemet, or the Landlady Don't Drink Tea",1h 29m,89,4.3,88
Crime,Silence 2: The Night Owl Bar Shootout,2h 22m,142,6.2,1900
Crime,Oru Nodi,2h 8m,128,6.7,504
Crime,Bastar: The Naxal Story,2h 4m,124,6.4,3300
Crime,Oppa,1h 24m,84,8.5,47
Crime,Tòkunbò,1h 53m,113,3.9,294
Crime,Blood and Black,1h 28m,88,8.1,1100
Crime,Pattaya Heat,1h 57m,117,5.6,222
Crime,One Last Time,1h 22m,82,7.0,15
Crime,Yalakunni,2h 15m,135,8.9,166
Crime,Samandar,2h 52m,172,7.7,138
Crime,Happy Birthday Luci,2h 52m,N/A,9.4,56
Crime,Kingdom Reign,1h 59m,119,8.3,36
Crime,No Cap,1h 48m,108,5.8,36
Crime,Guess Who,1h 33m,93,4.8,366
Crime,DNA,2h 36m,156,5.1,210
Crime,The Worst Man in London,2h 7m,127,5.7,146
Crime,Silvio,1h 54m,114,3.0,504
Crime,Vares X,1h 25m,85,3.7,116
Crime,Suspicion,1h 55m,115,3.6,206
Crime,Cursed in Baja,1h 20m,80,7.7,21
Crime,Fyre Rises,1h 50m,110,6.5,321
Crime,Amish Affair,1h 26m,86,5.5,200
Crime,Prasanna Vadanam,2h 26m,146,6.6,537
Crime,Who Killed Terrance Brown?,1h 35m,95,N/A,N/A
Crime,Bangkok Breaking: Heaven and Hell,2h 26m,146,5.8,663
Crime,Piano Love,1h 36m,96,5.2,13
Crime,Breaking the Silence: The Maria Soledad Case,1h 35m,95,6.4,516
Crime,Case of Kondana,2h 23m,143,5.8,580
Crime,Matka,2h 36m,156,4.7,583
Crime,Danger in the Dorm,1h 26m,86,5.0,152
Crime,Rob N Roll,1h 38m,98,6.1,1500
Crime,Formed Police Unit,2h,120,4.6,474
Crime,The Desperate Chase,1h 50m,110,5.5,58
Crime,The Star City Murders,1h 19m,79,4.1,142
Crime,Chor Dil,2h 15m,135,7.4,37
Crime,Gini Avi Saha Gini Keli 2,2h 15m,N/A,7.4,8
Crime,Midas,1h 25m,85,4.6,339
Crime,Green Bones,1h 36m,96,7.7,182
Crime,Road to Terzetto,1h 36m,96,7.4,30
Crime,"Rajagunj: Pooja, Sir",1h 55m,115,6.3,735
Crime,S.I.T,1h 50m,110,7.9,2300
Crime,Bodiless,1h 30m,90,5.7,1000
Crime,Chitram Choodara,2h 7m,127,4.6,15
Crime,Harom Hara,2h 34m,154,7.7,3000
Crime,The Brokenhearted,2h 34m,N/A,7.9,23
Crime,Reloaded 2,45m,45,7.9,1000
Crime,Passport,45m,N/A,8.4,9
Crime,Zabt,45m,N/A,6.0,19
Crime,Shivam Bhaje,2h 1m,121,7.9,3000
Crime,Go for Broke,1h 55m,115,5.7,270
Crime,Hustlers Take All,1h 46m,106,5.5,80
Crime,Drive,1h 30m,90,5.6,322
Crime,Estômago II: O Poderoso Chef,2h 11m,131,5.8,321
Crime,Desperado,1h 40m,100,6.0,141
Crime,Chameleon,2h 13m,133,5.8,31
Crime,Bond of Justice: Kizuna Part I - Encounter,1h 32m,92,6.2,18
Crime,"Extraction, USA",1h 32m,N/A,7.4,55
Crime,Nastupit leto,1h 34m,94,7.4,20
Crime,Kaliyugam Pattanamlo,2h 30m,150,6.7,2200
Crime,Illusions for Sale: The Rise and Fall of Generation Zoe,1h 47m,107,6.2,639
Crime,Bheema,2h 28m,148,5.8,948
Crime,Plea,1h 28m,88,6.9,23
Crime,Ten Toes Down,1h 28m,N/A,8.0,32
Crime,Bozji gnjev,1h 51m,111,7.2,59
